,TICKER,DATE,PX_TO_BOOK_RATIO,PE_RATIO,EQY_WEIGHTED_AVG_PX,FNCL_LVRG,NET_DEBT_TO_SHRHLDR_EQTY
1500,JPM US Equity,6/30/2013,,,,12.2277,19.7339
1501,JPM US Equity,7/31/2013,0.8212,6.6746,43.1891,,
1502,JPM US Equity,8/30/2013,0.7446,6.0518,39.0928,,
1503,JPM US Equity,9/30/2013,0.7685,6.1145,40.0348,12.466,-28.0612
1504,JPM US Equity,10/31/2013,0.7719,6.1417,40.4457,,
1505,JPM US Equity,11/29/2013,0.857,6.8185,44.7579,,
1506,JPM US Equity,12/31/2013,0.8554,7.2726,45.4344,12.3353,-23.8955
1507,JPM US Equity,1/31/2014,0.8151,6.9297,43.5833,,
1508,JPM US Equity,2/28/2014,0.8366,7.1124,44.635,,
1509,JPM US Equity,3/31/2014,0.8806,8.0417,47.6391,12.0929,-28.705
1510,JPM US Equity,4/30/2014,0.8171,7.4619,44.1222,,
1511,JPM US Equity,5/30/2014,0.8112,7.4073,43.8281,,
1512,JPM US Equity,6/30/2014,0.8187,7.8185,45.43,12.0877,-28.5759
1513,JPM US Equity,7/31/2014,0.8252,7.88,46.1115,,
1514,JPM US Equity,8/29/2014,0.8507,8.1232,47.2185,,
1515,JPM US Equity,9/30/2014,0.8471,8.2725,47.9744,12.0156,-35.3278
1516,JPM US Equity,10/31/2014,0.8562,8.3614,48.2349,,
1517,JPM US Equity,11/28/2014,0.8517,8.3172,48.2454,,
1518,JPM US Equity,12/31/2014,0.8771,8.6503,50.286,12.0509,-59.8893
1519,JPM US Equity,1/30/2015,0.7671,7.5652,44.0783,,
1520,JPM US Equity,2/27/2015,0.8644,8.5251,49.4712,,
1521,JPM US Equity,3/31/2015,0.8442,8.0247,48.8261,12.0793,-67.6322
1522,JPM US Equity,4/30/2015,0.8875,8.4354,51.328,,
1523,JPM US Equity,5/29/2015,0.9228,8.7715,53.3612,,
1524,JPM US Equity,6/30/2015,0.9389,8.9928,54.8661,11.6722,-26.5305
1525,JPM US Equity,7/31/2015,0.9557,9.1544,55.9965,,
1526,JPM US Equity,8/31/2015,0.8939,8.5626,52.2376,,
1527,JPM US Equity,9/30/2015,0.8334,7.5967,49.5511,11.1636,-27.8471
1528,JPM US Equity,10/30/2015,0.8846,8.0632,52.982,,
1529,JPM US Equity,11/30/2015,0.918,8.3681,54.9976,,
1530,JPM US Equity,12/31/2015,0.8972,8.5593,54.4414,10.8096,-48.3486
1531,JPM US Equity,1/29/2016,0.8139,7.7646,48.5437,,
1532,JPM US Equity,2/29/2016,0.7701,7.347,46.9908,,
1533,JPM US Equity,3/31/2016,0.7992,8.0291,49.1749,10.7172,-35.5709
1534,JPM US Equity,4/29/2016,0.8593,8.6321,52.5786,,
1535,JPM US Equity,5/31/2016,0.8874,8.9148,54.4889,,
1536,JPM US Equity,6/30/2016,0.8262,8.7028,51.4699,10.8557,-25.941
1537,JPM US Equity,7/29/2016,0.8571,9.0288,53.7516,,
1538,JPM US Equity,8/31/2016,0.9044,9.527,56.6078,,
1539,JPM US Equity,9/30/2016,0.8765,9.9818,55.9449,10.9699,-42.2359
1540,JPM US Equity,10/31/2016,0.9183,10.4575,58.678,,
1541,JPM US Equity,11/30/2016,1.0629,12.1048,67.7325,,
1542,JPM US Equity,12/30/2016,1.1393,11.9644,72.8504,,
1543,JPM US Equity,12/31/2016,,,,10.982,-37.0518
1544,JPM US Equity,1/31/2017,1.1236,11.7991,72.0871,,
1545,JPM US Equity,2/28/2017,1.2031,12.6342,76.879,,
1546,JPM US Equity,3/31/2017,1.155,11.5874,74.9097,11.0004,-40.4971
1547,JPM US Equity,4/28/2017,1.1505,11.5426,74.6839,,
1548,JPM US Equity,5/31/2017,1.0864,10.8991,70.3216,,
1549,JPM US Equity,6/30/2017,1.1837,11.4457,78.2547,11.0544,-48.0194
1550,JPM US Equity,7/31/2017,1.1954,11.559,79.0274,,
1551,JPM US Equity,8/31/2017,1.1836,11.4444,78.3482,,
1552,JPM US Equity,9/29/2017,1.2268,11.729,82.0229,,
1553,JPM US Equity,9/30/2017,,,,11.0306,-44.6947
1554,JPM US Equity,10/31/2017,1.2999,12.4275,87.3778,,
1555,JPM US Equity,11/30/2017,1.3504,12.9105,90.8308,,
1556,JPM US Equity,12/29/2017,1.38,13.5546,92.8998,,
1557,JPM US Equity,12/31/2017,,,,11.0332,-49.6259
1558,JPM US Equity,1/31/2018,1.5004,14.7375,100.7021,,
1559,JPM US Equity,2/28/2018,1.4982,14.7158,101.4413,,
1560,JPM US Equity,3/30/2018,1.4148,12.7132,95.1548,,
1561,JPM US Equity,3/31/2018,,,,11.1872,-55.1024
1562,JPM US Equity,4/30/2018,1.4066,12.6394,95.5957,,
1563,JPM US Equity,5/31/2018,1.3837,12.4337,93.61,,
1564,JPM US Equity,6/29/2018,1.3228,11.3993,92.1209,,
1565,JPM US Equity,6/30/2018,,,,11.2667,-38.4358
1566,JPM US Equity,7/31/2018,1.4672,12.6437,101.4575,,
1567,JPM US Equity,8/31/2018,1.4624,12.603,100.4994,,
1568,JPM US Equity,9/28/2018,1.4262,11.5389,99.4938,,
1569,JPM US Equity,9/30/2018,,,,11.2526,-43.6746
1570,JPM US Equity,10/31/2018,1.3876,11.2264,96.6472,,
1571,JPM US Equity,11/30/2018,1.4152,11.4498,98.169,,
1572,JPM US Equity,12/31/2018,1.2279,9.602,86.1957,11.3459,-27.3894
1573,JPM US Equity,1/31/2019,1.3125,10.2631,92.1112,,
1574,JPM US Equity,2/28/2019,1.3234,10.3484,93.2226,,
1575,JPM US Equity,3/29/2019,1.2581,9.7721,90.2737,,
1576,JPM US Equity,3/31/2019,,,,11.5688,4.7591
1577,JPM US Equity,4/30/2019,1.4533,11.2885,104.1556,,
1578,JPM US Equity,5/31/2019,1.327,10.307,95.2783,,
1579,JPM US Equity,6/28/2019,1.3603,10.5209,100.4151,,
1580,JPM US Equity,6/30/2019,,,,11.6499,9.1287
1581,JPM US Equity,7/31/2019,1.4214,10.9934,104.6684,,
1582,JPM US Equity,8/30/2019,1.3462,10.4115,99.5385,,
1583,JPM US Equity,9/30/2019,1.416,10.7726,106.5704,11.6306,22.0543
1584,JPM US Equity,10/31/2019,1.5151,11.526,113.6672,,
1585,JPM US Equity,11/29/2019,1.598,12.1571,120.3776,,
1586,JPM US Equity,12/31/2019,1.6741,12.0617,126.851,11.5921,-9.4084
1587,JPM US Equity,1/31/2020,1.5998,11.5261,121.9441,,
1588,JPM US Equity,2/28/2020,1.4034,10.111,106.078,,
1589,JPM US Equity,3/31/2020,1.0897,9.4539,83.737,12.5163,-5.5963
1590,JPM US Equity,4/30/2020,1.1711,10.1601,88.6837,,
1591,JPM US Equity,5/29/2020,1.19,10.3246,90.7342,,
1592,JPM US Equity,6/30/2020,1.1348,11.5529,87.1649,13.6437,-57.3336
1593,JPM US Equity,7/31/2020,1.1773,11.9854,89.9396,,
1594,JPM US Equity,8/31/2020,1.2205,12.4257,94.3506,,
1595,JPM US Equity,9/30/2020,1.1406,11.3795,90.2754,13.5853,-95.8434
1596,JPM US Equity,10/30/2020,1.1724,11.6962,92.0187,,
1597,JPM US Equity,11/30/2020,1.4096,14.0631,112.1134,,
1598,JPM US Equity,12/31/2020,1.4699,13.125,119.502,13.5229,-113.3981
1599,JPM US Equity,1/29/2021,1.4991,13.3859,123.3735,,
1600,JPM US Equity,2/26/2021,1.7147,15.3105,141.1115,,
1601,JPM US Equity,3/31/2021,1.7616,11.299,145.3769,14.1924,-131.6799
1602,JPM US Equity,4/30/2021,1.7904,11.4835,147.2535,,
1603,JPM US Equity,5/31/2021,1.9118,12.2623,157.2357,,
1604,JPM US Equity,6/30/2021,1.7562,9.7716,148.8139,14.668,-142.5747
1605,JPM US Equity,7/30/2021,1.7237,9.5903,146.4897,,
1606,JPM US Equity,8/31/2021,1.8164,10.1066,154.3347,,
1607,JPM US Equity,9/30/2021,1.8265,9.8854,158.184,14.6277,-171.384
1608,JPM US Equity,10/29/2021,1.9071,10.3217,165.0119,,
1609,JPM US Equity,11/30/2021,1.783,9.6497,154.1642,,
1610,JPM US Equity,12/31/2021,1.743,9.9282,153.5937,14.5797,-178.8374
1611,JPM US Equity,1/31/2022,1.6455,9.3727,143.9394,,
1612,JPM US Equity,2/28/2022,1.5702,8.9438,138.9002,,
1613,JPM US Equity,3/31/2022,1.5429,9.6714,134.1303,15.0254,-190.2081
1614,JPM US Equity,4/29/2022,1.361,8.5309,118.5042,,
1615,JPM US Equity,5/31/2022,1.5077,9.4507,129.6831,,
1616,JPM US Equity,6/30/2022,1.2808,8.6735,110.5493,15.396,-163.4144
1617,JPM US Equity,7/29/2022,1.3237,8.9639,114.4419,,
1618,JPM US Equity,8/31/2022,1.305,8.8372,112.9989,,
1619,JPM US Equity,9/30/2022,1.1905,8.5343,104.4127,14.9762,-145.3899
