,TICKER,DATE,PX_TO_BOOK_RATIO,PE_RATIO,EQY_WEIGHTED_AVG_PX,FNCL_LVRG,NET_DEBT_TO_SHRHLDR_EQTY
436,MS US Equity,10/31/2014,0.8481,11.3115,29.0135,,
437,MS US Equity,11/28/2014,0.8537,11.3859,29.1271,,
438,MS US Equity,12/31/2014,0.9672,16.2868,32.2816,12.2632,122.2678
439,MS US Equity,1/30/2015,0.8452,14.2333,28.2709,,
440,MS US Equity,2/27/2015,0.8947,15.0668,29.8338,,
441,MS US Equity,3/31/2015,0.8777,13.9683,29.8328,12.398,107.3596
442,MS US Equity,4/30/2015,0.9213,14.6617,31.2108,,
443,MS US Equity,5/29/2015,0.9433,15.0115,32.0019,,
444,MS US Equity,6/30/2015,0.9379,13.8752,32.3993,12.3349,98.6118
445,MS US Equity,7/31/2015,0.9427,13.9464,32.6662,,
446,MS US Equity,8/31/2015,0.8361,12.3701,28.8801,,
447,MS US Equity,9/30/2015,0.7549,13.085,26.4264,12.2694,42.9482
448,MS US Equity,10/30/2015,0.7938,13.7596,27.9383,,
449,MS US Equity,11/30/2015,0.8258,14.3147,28.7783,,
450,MS US Equity,12/31/2015,0.7599,10.6455,26.9316,11.9736,47.6215
451,MS US Equity,1/29/2016,0.6219,8.7123,21.6609,,
452,MS US Equity,2/29/2016,0.5935,8.315,21.0498,,
453,MS US Equity,3/31/2016,0.5994,9.5678,21.3491,11.7146,50.7962
454,MS US Equity,4/29/2016,0.6521,10.4087,23.0152,,
455,MS US Equity,5/31/2016,0.6595,10.5279,23.4261,,
456,MS US Equity,6/30/2016,0.6095,10.1738,21.8804,11.8504,76.7821
457,MS US Equity,7/29/2016,0.6786,11.3282,24.6654,,
458,MS US Equity,8/31/2016,0.7573,12.6412,27.4649,,
459,MS US Equity,9/30/2016,0.7407,10.8631,27.3617,11.7993,105.1095
460,MS US Equity,10/31/2016,0.7803,11.4428,29.0394,,
461,MS US Equity,11/30/2016,0.9613,14.0982,35.6955,,
462,MS US Equity,12/30/2016,0.985,12.2845,36.4345,,
463,MS US Equity,12/31/2016,,,,11.7896,97.9735
464,MS US Equity,1/31/2017,0.9951,12.4107,36.9227,,
465,MS US Equity,2/28/2017,1.0696,13.3395,39.452,,
466,MS US Equity,3/31/2017,0.9904,10.833,37.158,11.943,141.3902
467,MS US Equity,4/28/2017,1.0072,11.0167,37.8753,,
468,MS US Equity,5/31/2017,0.9693,10.6026,36.1436,,
469,MS US Equity,6/30/2017,1.0147,10.9359,38.898,11.9777,135.7372
470,MS US Equity,7/31/2017,1.0737,11.5715,41.0179,,
471,MS US Equity,8/31/2017,1.0417,11.2261,39.8996,,
472,MS US Equity,9/29/2017,1.0842,11.4645,42.1388,,
473,MS US Equity,9/30/2017,,,,12.0394,135.095
474,MS US Equity,10/31/2017,1.1309,11.9585,44.1157,,
475,MS US Equity,11/30/2017,1.1673,12.3436,45.5867,,
476,MS US Equity,12/29/2017,1.1978,11.8573,46.2133,,
477,MS US Equity,12/31/2017,,,,12.2403,158.0774
478,MS US Equity,1/31/2018,1.2966,12.8351,50.0512,,
479,MS US Equity,2/28/2018,1.2844,12.7148,50.13,,
480,MS US Equity,3/30/2018,1.216,11.0001,47.5456,,
481,MS US Equity,3/31/2018,,,,12.3585,145.0175
482,MS US Equity,4/30/2018,1.1689,10.5737,46.1114,,
483,MS US Equity,5/31/2018,1.1354,10.2706,44.5287,,
484,MS US Equity,6/29/2018,1.0425,8.8305,42.5815,,
485,MS US Equity,6/30/2018,,,,12.3792,101.8086
486,MS US Equity,7/31/2018,1.1186,9.4748,45.1824,,
487,MS US Equity,8/31/2018,1.0803,9.1506,43.5578,,
488,MS US Equity,9/28/2018,1.0222,8.3075,41.7863,,
489,MS US Equity,9/30/2018,,,,12.3703,131.7019
490,MS US Equity,10/31/2018,1.0091,8.2012,41.175,,
491,MS US Equity,11/30/2018,0.981,7.9731,39.807,,
492,MS US Equity,12/31/2018,0.8445,7.4979,35.4562,12.1137,114.9903
493,MS US Equity,1/31/2019,0.9073,8.0559,38.3596,,
494,MS US Equity,2/28/2019,0.9005,7.9949,38.0817,,
495,MS US Equity,3/29/2019,0.8919,8.1415,38.2024,,
496,MS US Equity,3/31/2019,,,,12.0162,113.8463
497,MS US Equity,4/30/2019,1.0262,9.3674,43.875,,
498,MS US Equity,5/31/2019,0.8654,7.8997,37.2431,,
499,MS US Equity,6/28/2019,0.9042,8.6364,40.1373,,
500,MS US Equity,6/30/2019,,,,12.1584,152.4594
501,MS US Equity,7/31/2019,0.9269,8.8528,40.9704,,
502,MS US Equity,8/30/2019,0.863,8.2428,38.1714,,
503,MS US Equity,9/30/2019,0.861,8.2987,39.2386,12.2024,132.2573
504,MS US Equity,10/31/2019,0.9362,9.0235,42.3918,,
505,MS US Equity,11/29/2019,1.0059,9.6956,45.8433,,
506,MS US Equity,12/31/2019,1.0319,9.0941,47.1714,12.2406,124.2935
507,MS US Equity,1/31/2020,1.0618,9.3579,48.8234,,
508,MS US Equity,2/28/2020,0.9149,8.0633,41.4095,,
509,MS US Equity,3/31/2020,0.6448,6.5683,32.058,12.258,66.4454
510,MS US Equity,4/30/2020,0.7543,7.6843,37.1063,,
511,MS US Equity,5/29/2020,0.8456,8.6139,41.5492,,
512,MS US Equity,6/30/2020,0.9151,8.0497,45.079,12.3704,93.1473
513,MS US Equity,7/31/2020,0.9325,8.2031,46.0283,,
514,MS US Equity,8/31/2020,0.997,8.7703,49.5639,,
515,MS US Equity,9/30/2020,0.9024,7.6809,45.7371,12.2235,100.8651
516,MS US Equity,10/30/2020,0.9053,7.7058,45.543,,
517,MS US Equity,11/30/2020,1.1625,9.8952,59.235,,
518,MS US Equity,12/31/2020,1.2768,9.9538,65.0544,12.0171,72.7113
519,MS US Equity,1/29/2021,1.2556,9.7889,64.8147,,
520,MS US Equity,2/26/2021,1.4395,11.2226,73.7909,,
521,MS US Equity,3/31/2021,1.4108,9.5697,74.6935,11.9066,92.1869
522,MS US Equity,4/30/2021,1.506,10.2155,79.4655,,
523,MS US Equity,5/31/2021,1.6593,11.255,87.2251,,
524,MS US Equity,6/30/2021,1.6317,11.5829,87.803,11.7421,78.0893
525,MS US Equity,7/30/2021,1.7206,12.2139,93.1287,,
526,MS US Equity,8/31/2021,1.8721,13.2892,101.0775,,
527,MS US Equity,9/30/2021,1.7276,11.687,94.8392,11.924,69.9138
528,MS US Equity,10/29/2021,1.8373,12.4293,100.2776,,
529,MS US Equity,11/30/2021,1.695,11.4667,92.6127,,
530,MS US Equity,12/31/2021,1.7369,11.6412,95.6805,12.1455,64.8558
531,MS US Equity,1/31/2022,1.827,12.2453,100.2409,,
532,MS US Equity,2/28/2022,1.6168,10.8362,89.4421,,
533,MS US Equity,3/31/2022,1.5843,10.638,86.5923,12.4992,36.0067
534,MS US Equity,4/29/2022,1.4734,9.8934,80.7688,,
535,MS US Equity,5/31/2022,1.5749,10.5747,85.3527,,
536,MS US Equity,6/30/2022,1.3834,9.8811,75.1378,12.6775,37.6157
537,MS US Equity,7/29/2022,1.5478,11.0554,84.2537,,
538,MS US Equity,8/31/2022,1.5647,11.176,85.1478,,
539,MS US Equity,9/30/2022,1.4663,11.1135,79.5461,,
540,SCGLY US Equity,9/30/2003,,,,,
541,SCGLY US Equity,10/31/2003,,,,,
542,SCGLY US Equity,11/28/2003,,,,,
543,SCGLY US Equity,11/30/2003,,,,,
544,SCGLY US Equity,12/31/2003,,,,,
545,SCGLY US Equity,1/30/2004,,,,,
546,SCGLY US Equity,2/27/2004,,,,,
547,SCGLY US Equity,2/29/2004,,,,,
548,SCGLY US Equity,3/31/2004,,,,,
549,SCGLY US Equity,4/30/2004,,,,,
550,SCGLY US Equity,5/28/2004,,,,,
551,SCGLY US Equity,5/31/2004,,,,,
552,SCGLY US Equity,6/30/2004,,,,,
553,SCGLY US Equity,7/30/2004,,,,,
554,SCGLY US Equity,8/27/2004,,,,,
555,SCGLY US Equity,8/31/2004,,,,,
556,SCGLY US Equity,9/30/2004,,,,,
557,SCGLY US Equity,10/29/2004,,,,,
558,SCGLY US Equity,11/26/2004,,,,,
559,SCGLY US Equity,11/30/2004,,,,,
560,SCGLY US Equity,12/31/2004,,,,,
561,SCGLY US Equity,1/31/2005,,,,,
562,SCGLY US Equity,2/25/2005,,,,,
563,SCGLY US Equity,2/28/2005,,,,,
564,SCGLY US Equity,3/31/2005,,,,,
565,SCGLY US Equity,4/29/2005,,,,,
566,SCGLY US Equity,5/27/2005,,,,,
567,SCGLY US Equity,5/31/2005,,,,,
568,SCGLY US Equity,6/30/2005,,,,,
569,SCGLY US Equity,7/29/2005,,,,,
570,SCGLY US Equity,8/26/2005,,,,,
571,SCGLY US Equity,8/31/2005,,,,,
572,SCGLY US Equity,9/30/2005,,,,,
573,SCGLY US Equity,10/31/2005,,,,,
574,SCGLY US Equity,11/25/2005,,,,,
575,SCGLY US Equity,11/30/2005,,,,,
576,SCGLY US Equity,12/30/2005,,,,,
577,SCGLY US Equity,12/31/2005,,,,,
578,SCGLY US Equity,1/31/2006,,,,,
579,SCGLY US Equity,2/24/2006,,,,,
580,SCGLY US Equity,2/28/2006,,,,,
581,SCGLY US Equity,3/31/2006,,,,,
582,SCGLY US Equity,4/28/2006,,,,,
583,SCGLY US Equity,5/26/2006,,,,,
584,SCGLY US Equity,5/31/2006,,,,,
585,SCGLY US Equity,6/30/2006,,,,,
586,SCGLY US Equity,7/31/2006,,,,,
587,SCGLY US Equity,8/25/2006,,,,,
588,SCGLY US Equity,8/31/2006,,,,,
589,SCGLY US Equity,9/29/2006,,,,,
590,SCGLY US Equity,9/30/2006,,,,,
591,SCGLY US Equity,10/31/2006,,,,,
592,SCGLY US Equity,11/24/2006,,,,,
593,SCGLY US Equity,11/30/2006,,,,,
594,SCGLY US Equity,12/29/2006,,,,,
595,SCGLY US Equity,12/31/2006,,,,,
596,SCGLY US Equity,1/31/2007,,,,,
597,SCGLY US Equity,2/23/2007,,,,,
598,SCGLY US Equity,2/28/2007,,,,,
599,SCGLY US Equity,3/30/2007,,,,,
600,SCGLY US Equity,3/31/2007,,,,,
601,SCGLY US Equity,4/30/2007,,,,,
602,SCGLY US Equity,5/25/2007,,,,,
603,SCGLY US Equity,5/31/2007,,,,,
604,SCGLY US Equity,6/29/2007,,,,,
605,SCGLY US Equity,6/30/2007,,,,,1799.5155
606,SCGLY US Equity,7/31/2007,,,,,
607,SCGLY US Equity,8/31/2007,,,,,
608,SCGLY US Equity,9/28/2007,,,,,
609,SCGLY US Equity,9/30/2007,,,,,
610,SCGLY US Equity,10/31/2007,,,,,
611,SCGLY US Equity,11/30/2007,,,,,
612,SCGLY US Equity,12/31/2007,,,,,1728.5276
613,SCGLY US Equity,1/31/2008,,,,,
614,SCGLY US Equity,2/29/2008,,,,,
615,SCGLY US Equity,3/31/2008,,,,,
616,SCGLY US Equity,4/30/2008,,,,,
617,SCGLY US Equity,5/30/2008,,,,,
618,SCGLY US Equity,5/31/2008,,,,,
619,SCGLY US Equity,6/30/2008,,,,,1332.8918
620,SCGLY US Equity,7/31/2008,,,,,
621,SCGLY US Equity,8/29/2008,,,,,
622,SCGLY US Equity,8/31/2008,,,,,
623,SCGLY US Equity,9/30/2008,,,,,
624,SCGLY US Equity,10/31/2008,,,6.1924,,
625,SCGLY US Equity,11/28/2008,,,4.8616,,
626,SCGLY US Equity,11/30/2008,,,,,
627,SCGLY US Equity,12/31/2008,,,5.9607,,1417.5924
628,SCGLY US Equity,1/30/2009,,,4.9,,
629,SCGLY US Equity,2/27/2009,,,3.6369,,
630,SCGLY US Equity,3/27/2009,,,,,
631,SCGLY US Equity,3/31/2009,,,4.5174,,
632,SCGLY US Equity,4/30/2009,,,5.9358,,
633,SCGLY US Equity,5/29/2009,,,6.8933,,
634,SCGLY US Equity,6/26/2009,,,,,
635,SCGLY US Equity,6/30/2009,,,6.5077,,719.0129
636,SCGLY US Equity,7/31/2009,,,7.6926,,
637,SCGLY US Equity,8/31/2009,,,9.5871,,
638,SCGLY US Equity,9/25/2009,,,,,
639,SCGLY US Equity,9/30/2009,,,9.6557,,
640,SCGLY US Equity,10/30/2009,,,8.5483,,
641,SCGLY US Equity,11/30/2009,,,8.8123,,
642,SCGLY US Equity,12/31/2009,,,8.9357,,612.2486
643,SCGLY US Equity,1/29/2010,,,7.4341,,
644,SCGLY US Equity,2/26/2010,,,6.95,,
645,SCGLY US Equity,3/31/2010,,,7.9148,27.033,1083.368
646,SCGLY US Equity,4/30/2010,,,6.7239,,
647,SCGLY US Equity,5/31/2010,,,5.5317,,
648,SCGLY US Equity,6/30/2010,,,5.3189,27.4052,580.985
649,SCGLY US Equity,7/30/2010,,,7.307,,
650,SCGLY US Equity,8/31/2010,,,6.4279,,
651,SCGLY US Equity,9/30/2010,,,7.3782,25.1643,1068.0723
652,SCGLY US Equity,10/29/2010,,,7.6346,,
653,SCGLY US Equity,11/30/2010,,,5.9087,,
654,SCGLY US Equity,12/31/2010,,,6.9449,24.7995,616.2746
655,SCGLY US Equity,1/31/2011,,,8.2707,,
656,SCGLY US Equity,2/28/2011,,,9.0401,,
657,SCGLY US Equity,3/31/2011,,,8.2953,24.2667,946.7181
658,SCGLY US Equity,4/29/2011,,,8.5592,,
659,SCGLY US Equity,5/31/2011,,,7.8939,,
660,SCGLY US Equity,6/30/2011,,,7.7489,24.2492,594.2958
661,SCGLY US Equity,7/29/2011,,,6.5997,,
662,SCGLY US Equity,8/31/2011,,,4.4623,,
663,SCGLY US Equity,9/30/2011,,,3.501,25.1417,1053.8023
664,SCGLY US Equity,10/31/2011,,,3.949,,
665,SCGLY US Equity,11/30/2011,,,3.2197,,
666,SCGLY US Equity,12/30/2011,,,2.9057,,
667,SCGLY US Equity,12/31/2011,,,,25.517,539.971
668,SCGLY US Equity,1/31/2012,,,3.5382,,
669,SCGLY US Equity,2/29/2012,,,4.3471,,
670,SCGLY US Equity,3/30/2012,,,3.8497,,
671,SCGLY US Equity,3/31/2012,,,,25.0379,974.6154
672,SCGLY US Equity,4/30/2012,,,3.1325,,
673,SCGLY US Equity,5/31/2012,,,2.6115,,
674,SCGLY US Equity,6/29/2012,,,3.0567,,
675,SCGLY US Equity,6/30/2012,,,,25.2809,555.8762
676,SCGLY US Equity,7/31/2012,,,2.947,,
677,SCGLY US Equity,8/31/2012,,,3.4974,,
678,SCGLY US Equity,9/28/2012,,,3.7618,,
679,SCGLY US Equity,9/30/2012,,,,25.8403,996.6292
680,SCGLY US Equity,10/31/2012,,,4.2323,,
681,SCGLY US Equity,11/30/2012,,,4.8229,,
682,SCGLY US Equity,12/31/2012,,,5.1619,25.7412,611.0736
683,SCGLY US Equity,1/31/2013,,,5.9889,,
684,SCGLY US Equity,2/28/2013,,,5.1434,,
685,SCGLY US Equity,3/29/2013,,,4.4443,,
686,SCGLY US Equity,3/31/2013,,,,25.1786,970.1299
687,SCGLY US Equity,4/30/2013,,,4.8566,,
688,SCGLY US Equity,5/31/2013,,,5.383,,
689,SCGLY US Equity,6/28/2013,,,4.6617,,
690,SCGLY US Equity,6/30/2013,,,,25.1768,605.4432
691,SCGLY US Equity,7/31/2013,,,5.4514,,
692,SCGLY US Equity,8/30/2013,,,5.9218,,
693,SCGLY US Equity,9/30/2013,,,6.7218,25.0065,945.173
694,SCGLY US Equity,10/31/2013,,,7.6759,,
695,SCGLY US Equity,11/29/2013,,,7.7984,,
696,SCGLY US Equity,12/31/2013,,,7.8495,24.2549,665.881
697,SCGLY US Equity,1/31/2014,,,7.6584,,
698,SCGLY US Equity,2/28/2014,,,8.9888,,
699,SCGLY US Equity,3/31/2014,,,8.377,24.3191,1087.6155
700,SCGLY US Equity,4/30/2014,,,8.4024,,
701,SCGLY US Equity,5/30/2014,,,8.0048,,
702,SCGLY US Equity,6/30/2014,,,7.2656,24.793,734.862
703,SCGLY US Equity,7/31/2014,,,6.9651,,
704,SCGLY US Equity,8/29/2014,,,7.0607,,
705,SCGLY US Equity,9/30/2014,,,7.1027,24.1394,955.9792
706,SCGLY US Equity,10/31/2014,,,6.7135,,
707,SCGLY US Equity,11/28/2014,,,6.8906,,
708,SCGLY US Equity,12/31/2014,,,5.8317,23.5858,591.3612
709,SCGLY US Equity,1/30/2015,,,5.6348,,
710,SCGLY US Equity,2/27/2015,,,6.4475,,
711,SCGLY US Equity,3/31/2015,,,6.7351,24.3437,1027.0492
712,SCGLY US Equity,4/30/2015,,,6.8815,,
713,SCGLY US Equity,5/29/2015,,,6.7427,,
714,SCGLY US Equity,6/30/2015,,,6.7544,24.6,574.7446
715,SCGLY US Equity,7/31/2015,,,7.0237,,
716,SCGLY US Equity,8/31/2015,,,6.9593,,
717,SCGLY US Equity,9/30/2015,,,6.3247,23.7738,816.4228
718,SCGLY US Equity,10/30/2015,,,6.6759,,
719,SCGLY US Equity,11/30/2015,,,6.8595,,
720,SCGLY US Equity,12/31/2015,,,6.6184,22.9713,450.9597
721,SCGLY US Equity,1/29/2016,,,5.4115,,
722,SCGLY US Equity,2/29/2016,,,5.0436,,
723,SCGLY US Equity,3/31/2016,,,5.2934,22.8936,841.1483
724,SCGLY US Equity,4/29/2016,,,5.623,,
725,SCGLY US Equity,5/31/2016,,,6.2543,,
726,SCGLY US Equity,6/30/2016,,,4.8239,24.0744,551.0119
727,SCGLY US Equity,7/29/2016,,,5.1828,,
728,SCGLY US Equity,8/31/2016,,,5.5393,,
729,SCGLY US Equity,9/30/2016,,,5.2197,24.0012,799.6904
730,SCGLY US Equity,10/31/2016,,,5.9109,,
731,SCGLY US Equity,11/30/2016,,,6.4688,,
732,SCGLY US Equity,12/30/2016,,,7.4107,,
733,SCGLY US Equity,12/31/2016,,,,22.6868,379.7553
734,SCGLY US Equity,1/31/2017,,,7.4564,,
735,SCGLY US Equity,2/28/2017,,,6.6875,,
736,SCGLY US Equity,3/31/2017,,,7.6286,22.4194,728.1818
737,SCGLY US Equity,4/28/2017,,,8.3067,,
738,SCGLY US Equity,5/31/2017,,,8.4027,,
739,SCGLY US Equity,6/30/2017,,,8.6904,22.4953,435.4404
740,SCGLY US Equity,7/31/2017,,,9.3888,,
741,SCGLY US Equity,8/31/2017,,,8.8729,,
742,SCGLY US Equity,9/29/2017,,,9.2804,,
743,SCGLY US Equity,9/30/2017,,,,22.3312,703.5494
744,SCGLY US Equity,10/31/2017,,,8.8226,,
745,SCGLY US Equity,11/30/2017,,,7.9938,,
746,SCGLY US Equity,12/29/2017,,,8.1938,,
747,SCGLY US Equity,12/31/2017,,,,21.8414,119.1389
748,SCGLY US Equity,1/31/2018,,,9.1945,,
749,SCGLY US Equity,2/28/2018,,,9.0916,,
750,SCGLY US Equity,3/30/2018,,,8.6197,,
751,SCGLY US Equity,3/31/2018,,,,21.5352,614.8031
752,SCGLY US Equity,4/30/2018,,,8.6258,,
753,SCGLY US Equity,5/31/2018,,,7.1812,,
754,SCGLY US Equity,6/29/2018,,,7.0335,,
755,SCGLY US Equity,6/30/2018,,,,21.8051,116.8253
756,SCGLY US Equity,7/31/2018,,,7.4908,,
757,SCGLY US Equity,8/31/2018,,,6.8497,,
758,SCGLY US Equity,9/28/2018,,,7.1741,,
759,SCGLY US Equity,9/30/2018,,,,21.8448,662.7917
760,SCGLY US Equity,10/31/2018,,,6.1,,
761,SCGLY US Equity,11/30/2018,,,6.0917,,
762,SCGLY US Equity,12/31/2018,,,5.2485,21.5663,132.061
763,SCGLY US Equity,1/31/2019,,,5.1765,,
764,SCGLY US Equity,2/28/2019,,,5.0796,,
765,SCGLY US Equity,3/29/2019,,,4.809,,
766,SCGLY US Equity,3/31/2019,,,,21.7578,678.8866
767,SCGLY US Equity,4/30/2019,,,5.2669,,
768,SCGLY US Equity,5/31/2019,,,4.6133,,
769,SCGLY US Equity,6/28/2019,,,4.571,,
770,SCGLY US Equity,6/30/2019,,,,22.1381,165.9323
771,SCGLY US Equity,7/31/2019,,,4.5563,,
772,SCGLY US Equity,8/30/2019,,,4.6957,,
773,SCGLY US Equity,9/30/2019,,,5.0423,22.1837,721.4568
774,SCGLY US Equity,10/31/2019,,,5.1932,,
775,SCGLY US Equity,11/29/2019,,,5.7432,,
776,SCGLY US Equity,12/31/2019,,,6.3696,21.7509,156.586
777,SCGLY US Equity,1/31/2020,,,5.9076,,
778,SCGLY US Equity,2/28/2020,,,5.0893,,
779,SCGLY US Equity,3/31/2020,,,2.9788,22.7123,768.3255
780,SCGLY US Equity,4/30/2020,,,2.8431,,
781,SCGLY US Equity,5/29/2020,,,2.6862,,
782,SCGLY US Equity,6/30/2020,,,2.9811,24.0269,77.9321
783,SCGLY US Equity,7/31/2020,,,2.7495,,
784,SCGLY US Equity,8/31/2020,,,2.9421,,
785,SCGLY US Equity,9/30/2020,,,2.463,24.1292,724.6614
786,SCGLY US Equity,10/30/2020,,,2.5097,,
787,SCGLY US Equity,11/30/2020,,,3.735,,
788,SCGLY US Equity,12/31/2020,,,3.815,23.9971,146.1996
789,SCGLY US Equity,1/29/2021,,,3.4231,,
790,SCGLY US Equity,2/26/2021,,,4.5332,,
791,SCGLY US Equity,3/31/2021,,,4.8204,23.7949,681.4539
792,SCGLY US Equity,4/30/2021,,,5.215,,
793,SCGLY US Equity,5/31/2021,,,5.9989,,
794,SCGLY US Equity,6/30/2021,,,5.5714,23.764,348.0207
795,SCGLY US Equity,7/30/2021,,,5.5109,,
796,SCGLY US Equity,8/31/2021,,,5.8853,,
797,SCGLY US Equity,9/30/2021,,,5.9072,23.8137,677.11
798,SCGLY US Equity,10/29/2021,,,6.2703,,
799,SCGLY US Equity,11/30/2021,,,5.8718,,
800,SCGLY US Equity,12/31/2021,,,6.45,23.2377,240.5176
801,SCGLY US Equity,1/31/2022,,,6.8777,,
802,SCGLY US Equity,2/28/2022,,,5.3347,,
803,SCGLY US Equity,3/31/2022,,,5.0187,23.4775,570.9427
804,SCGLY US Equity,4/29/2022,,,4.5605,,
805,SCGLY US Equity,5/31/2022,,,5.4093,,
806,SCGLY US Equity,6/30/2022,,,4.3841,24.1335,197.387
807,SCGLY US Equity,7/29/2022,,,4.4198,,
808,SCGLY US Equity,8/31/2022,,,4.3964,,
809,SCGLY US Equity,9/30/2022,,,3.9964,,
810,BAC US Equity,9/30/2003,1.4917,7.4217,25.2262,14.862,239.8018
811,BAC US Equity,10/31/2003,1.4476,7.202,24.4443,,
812,BAC US Equity,11/28/2003,1.4418,7.1735,24.4042,,
813,BAC US Equity,11/30/2003,,,,,
814,BAC US Equity,12/31/2003,3.1611,8.4369,26.2489,14.8152,159.9458
815,BAC US Equity,1/30/2004,3.2016,8.545,26.6061,,
816,BAC US Equity,2/27/2004,3.2197,8.5932,26.8234,,
817,BAC US Equity,2/29/2004,,,,,
818,BAC US Equity,3/31/2004,1.5854,8.0969,26.8221,15.8873,378.8216
819,BAC US Equity,4/30/2004,1.5758,8.0479,26.5944,,
820,BAC US Equity,5/28/2004,,,,,
821,BAC US Equity,5/31/2004,1.6275,8.3119,27.409,,
822,BAC US Equity,6/30/2004,1.1993,8.4156,28.1377,12.8497,201.5456
823,BAC US Equity,7/30/2004,1.2049,8.4544,28.2707,,
824,BAC US Equity,8/27/2004,,,,,
825,BAC US Equity,8/31/2004,1.275,8.9467,29.8367,,
826,BAC US Equity,9/30/2004,1.2082,8.7317,29.1791,11.0029,211.1947
827,BAC US Equity,10/29/2004,1.2489,9.0259,30.1317,,
828,BAC US Equity,11/26/2004,,,,,
829,BAC US Equity,11/30/2004,1.2901,9.3241,31.1351,,
830,BAC US Equity,12/31/2004,1.2928,8.2527,31.9687,11.1249,198.9844
831,BAC US Equity,1/31/2005,1.2758,8.1438,31.4385,,
832,BAC US Equity,2/25/2005,,,,,
833,BAC US Equity,2/28/2005,1.2835,8.193,31.7168,,
834,BAC US Equity,3/31/2005,1.243,7.6037,30.2206,11.7181,257.7899
835,BAC US Equity,4/29/2005,1.2695,7.7658,30.6948,,
836,BAC US Equity,5/27/2005,,,,,
837,BAC US Equity,5/31/2005,1.3056,7.9865,31.8481,,
838,BAC US Equity,6/30/2005,1.2661,7.5432,31.7766,12.3847,265.933
839,BAC US Equity,7/29/2005,1.2103,7.2108,30.3797,,
840,BAC US Equity,8/26/2005,,,,,
841,BAC US Equity,8/31/2005,1.2085,7.2001,30.0154,,
842,BAC US Equity,9/30/2005,1.1729,7.011,29.6277,12.415,292.7384
843,BAC US Equity,10/31/2005,1.2186,7.2841,30.7671,,
844,BAC US Equity,11/25/2005,,,,,
845,BAC US Equity,11/30/2005,1.2923,7.7247,32.6629,,
846,BAC US Equity,12/30/2005,1.2918,7.9575,32.6655,,
847,BAC US Equity,12/31/2005,,,,12.5789,304.4114
848,BAC US Equity,1/31/2006,1.2381,7.6264,31.433,,
849,BAC US Equity,2/24/2006,,,,,
850,BAC US Equity,2/28/2006,1.2834,7.9057,32.5111,,
851,BAC US Equity,3/31/2006,1.1574,7.8623,32.7122,11.5742,254.7966
852,BAC US Equity,4/28/2006,1.2687,8.6185,35.6602,,
853,BAC US Equity,5/26/2006,,,,,
854,BAC US Equity,5/31/2006,1.2428,8.4428,34.9727,,
855,BAC US Equity,6/30/2006,1.2359,8.2709,34.9613,10.9856,310.3026
856,BAC US Equity,7/31/2006,1.324,8.8607,37.2194,,
857,BAC US Equity,8/25/2006,,,,,
858,BAC US Equity,8/31/2006,1.3368,8.9462,37.8006,,
859,BAC US Equity,9/29/2006,1.3281,8.8688,39.2723,,
860,BAC US Equity,9/30/2006,,,,11.1177,312.1185
861,BAC US Equity,10/31/2006,1.3355,8.9185,39.5253,,
862,BAC US Equity,11/24/2006,,,,,
863,BAC US Equity,11/30/2006,1.3489,9.0081,39.8549,,
864,BAC US Equity,12/29/2006,1.329,8.3635,39.5723,,
865,BAC US Equity,12/31/2006,,,,10.9692,285.8226
866,BAC US Equity,1/31/2007,1.3088,8.2366,38.7593,,
867,BAC US Equity,2/23/2007,,,,,
868,BAC US Equity,2/28/2007,1.2794,8.0512,38.025,,
869,BAC US Equity,3/30/2007,1.2827,8.0303,38.0852,,
870,BAC US Equity,3/31/2007,,,,11.2012,325.4405
871,BAC US Equity,4/30/2007,1.2797,8.0114,38.1102,,
872,BAC US Equity,5/25/2007,,,,,
873,BAC US Equity,5/31/2007,1.289,8.0698,38.347,,
874,BAC US Equity,6/29/2007,1.2338,7.6672,36.9573,,
875,BAC US Equity,6/30/2007,,,,11.4627,327.574
876,BAC US Equity,7/31/2007,1.1967,7.4366,36.2189,,
877,BAC US Equity,8/31/2007,1.279,7.9479,38.4743,,
878,BAC US Equity,9/28/2007,1.2637,8.6087,38.4858,,
879,BAC US Equity,9/30/2007,,,,11.6157,321.4353
880,BAC US Equity,10/31/2007,1.2137,8.2679,36.8183,,
881,BAC US Equity,11/30/2007,1.1596,7.8997,35.2951,,
882,BAC US Equity,12/31/2007,0.9986,9.565,31.9413,11.872,342.9889
883,BAC US Equity,1/31/2008,1.0686,10.2349,33.8796,,
884,BAC US Equity,2/29/2008,0.9619,9.2126,31.2048,,
885,BAC US Equity,3/31/2008,0.9589,12.2184,30.2592,12.2682,332.5579
886,BAC US Equity,4/30/2008,0.9496,12.0991,29.8461,,
887,BAC US Equity,5/30/2008,0.8603,10.9614,26.9871,,
888,BAC US Equity,5/31/2008,,,,,
889,BAC US Equity,6/30/2008,0.6177,10.0617,19.5143,12.4427,331.574
890,BAC US Equity,7/31/2008,0.8514,13.868,26.6776,,
891,BAC US Equity,8/29/2008,0.8058,13.1261,25.031,,
892,BAC US Equity,8/31/2008,,,,,
893,BAC US Equity,9/30/2008,0.9579,22.6317,27.6258,12.882,347.3643
894,BAC US Equity,10/31/2008,0.6615,15.6288,19.0919,,
895,BAC US Equity,11/28/2008,0.4447,10.5076,13.082,,
